text,label
atheethaya gana pasu thaweemen...anagathayata bayen hari...nitharama sathutin nowe,1
Hamadema ath harinna giye na. Athaharenabawadanagenajeewath wenna patan gatta,0
Warthamanye jeewath weema. Anagathaya ho atheethaye nowa.. E mohothe kalayuthu hondama de karala sathutin jeewath wena eka,0
Minisun kiyana dewal  gana wadiya hithanneth na. Eyalage wada gana th opadoopa hoyanneth na.,0
Hamoma ekka katha baha karala hina wela innawa. habai onawata  wada bandeemak na,0
Wada godak bada gena karannathuwa.. hamadama eka wadaka oddapodda hari karanawa,0
Eershyawa kiyana de nathima karala damma. Prayogikawa amaaru unath samahara ayata. ehema deyak hithena  hamawelawema eka nathi karala.. kaatahari hondak weddi hadawathinma sathutu wenna purudu una. kaalayak karaddi nikanma purudu wenawa,0
"Vibhagayak thiyena dawasata, udeta mata godak amaaru wenawa... wamanaya sihiya na wage gathiya... issara mema na.. Ay dan ema wenne??..",0
Body Language gana igena ganna thiyana sinhala poth monada?,0
Mohanaya thulin atheethaye wuna amihiri mathaka amathaka karala yatha thathawayata path wanna puluwanda.,0
Thaman manasika rogiyek kiyala thaman visinma sithanawanam Eyath manasika rogayak da?,1
"Thaman thaman vdihata nathuwa anunta, samajayata one vidiyata jeewath wenna giyama e jeewithe melo rahak na",0
Umbata hari de mata waradi wagema mata hari de umbata waradi wenna puluwan.,0
Nitharama andure inna aasa karana kenek.,1
Gampaha. Colamba athulatha inna honda manowaidyawaru kauda.,0
Ithamath hadisi.,0
Jeewithe lassanama dewal apita lan karanne ape sithuwili.. Sithuwili wenas karagannawa kiyanne jeewithe wenas kara ganeemak. E sithuwili sundara wena tharamata jeewithe sundarai. ,0
Kochchara paadam karath mathaka hitinne nahane. Ane mokada karanna one kiyannako. asarana wela inne. Labana maase exam mata,0
"Gedara ayath me dawaswala manasikawa watila inne, e wagema thatha gana bayen inne monahari karaganeeda kiyala.",1
Lamainge adhi kriyakareethwaya manasika rogayakda?,0
Duwage me hasereema mata manasika wadayak wela. Mokada duwa loku weddith eyata me nitharama sithe rinathmaka sithiwili rajayanna unoth eya loku manasika wateemak wei kiyala,1
Mata hamadama duwa langin inna bari unoth eya dirimath karanna kenek nathiwa eyage anagathe anduru wei kiyala bayak danenawa,1
Api hama deyakma karanne sathutin inna . dawasaka awasanayedi api gatha karapu dawasa gana sathutin menehi karanna puluwan tharamata ape jeewitha sakas karaganna eka bohoma wadagath. ,0
abbahiweemakin berenne kohomada,0
Eeye hitiya mata wada piyawarak hari issarahata yannai mata tharangaya thiyenne.. E nisa mama tharanga karanne math ekkamai.. nathuwa minissu ekka nemei..,0
Adaredi man tharam prathikshepa wuna kenek me loke kohewath natuwa athi,1
Api hamoma kamathi aadare karanna. Aadare labanna,0
Math godak aadare labanna kamathi kenek. Eth mata aadare karanna kauruth hitiye na. ekata hethuwa roopaya kiwwoth niwaradi. man kalu kellek lu. kalu kello lassanailu. Minissu kiyanna ehema . Eth man ehema na. Mata thiyenne kusa rajjuruwanta  wage kavum nahayak. bakal kakul dekak. oya hethuwa nisa mata aadare labune aduwen.,1
saralawa kiwwoth aadare labunath tika kaalayak witharai. saralawa kiyanawa nam Time Passing. Ithin jeewitheta mona kollek aawath mn baya una aadare karanna. mokada mata bayai wiraha wedanawa windinna. mn kaatawath lan une na. ethakota lesi jeewath wenna. kauda kamathi ada ada jeewath wenna. api aasa  sathutin inna. ,1
Kohoma unath gedarata maawa prashnayak . mokada mata dan avurudu wisi pahak. kollek na. gedarata ena proposal me kavum moona nisa akamathi wenawa. Me moona nisa mata thiyenne duka witharai. man maha pawkaariyak,1
Mulinma oba obata aadare karanna. Ow e thama mage jeewithe wenas karapu wachana tika ,0
Mulinma man mata aadare karanna ona. Eth kohomada? amaaruwen hari maatakaranna wenawa. nathnam mata jeewitha kaalema wenne anda anda inna.,0
Issara lassanata noandapu man lassanata anda. mn maawa lassana kara. kawadaawath lipstick gaawe nathi man lassana lipstick gaawa mage tholwala. hama welema mn hituwa man lassanai maawa hamoma agaya karanawa kiyala ,0
Godak minissu purudu wela inne roopayata aadare karanna unata man oyage aadare kale aathmayata,0
"Oba obata aadare nokarana thuru, obe veeraya oba nowana thuru, jeewithe wenas karanna ba",0
Aramunu ilakka walata yanna karapu hama uthsahayakma asarthaka wela wage danenawa,0
"Mata kisi deyak naha mata meka karanna baha mata anith aya wage sapa pahasukam naha wahanayak naha honda gewal dorawal naha, mage pawule prashna ekka kawadaawathma  mata me thathwayen goda enna baha, mata igena ganna baha one unoth mata pahasukamak naha",1
mama pdi kaale mage paasale mage wate hitapu hamoma salakuwe mata igena ganna bari ape wachanayenma kiwwoth moda lamayek widihata eth mama eka mage jeewithaye lokuma motivation eka karagatta,0
mama avurudu 20 y pirimi lamayek.. yam kisi karyak kireemata pera sithata baya gathiyak enawa.. eeta passe ema kaarya hondata huru wela ayema karaddi baya hithenawa. ,1
Hamadeyakma asubawaadi vidihata wenne.. mata marenna hithila thiyenne marenne naththe ethanin passe apagatha wana nisa..,1
Aadarayak nathiwa hugak awulen inne.. gedarin pawa kellek ekkawath yaluwenna apita hoyala denna ba kiyala.. kochchara uthsaha karath gaanu lamayek kamathi wenne na..,1
Wada kal danna hithena ekata mokada karanna one? me nisa hungak dewal gana pasuthawenna wela thiyenawa. eka nawatta ganna bari weida,1
mama dukin innne.. podi kaale mata godak dewal una. mage yaluwo eka paarata mawa daala giya godak dewal una.. kiyanna bari ewath una.,1
Mama godak lajjasheeli lamayek una.. minissu ekka wachanayakwath katha karanne nathi ekkenek una,1
Yaaluwo na. wadiya kattiya ekka katha karanneth na.. tika daahak ohoma innakota mama thaniyama hithanna patan gatta,1
Hithen mawa gannekata abbahi una. mata mata nawattaganna bari una.. pissu wage aawe.. tap eka wahuwata aaye aayecheck karanna gatta.. pothak kiyapuwama.. kiyewwada nadda kiyala amathaka wena line ekatama aawa.. dan bohoma amaaruwen palanaya karagena inne..,1
Ane mata marenna denna. Ay maawa bera ganna hadanne mata okkoma epa wela methanin ahakata yanna. mata baha ane...,1
Suba aluth avuruddak wewa hamotama..,0
Indiawata wuna de nam apita wennepa,0
Ane ithin aaye kawada nidahase eliyata yannada,0
Halo.. kohomada yaaluwane..,0
mama me samoohaye ayagen illanne mata mekata udaw karanna,1
mama mewara usas pela vibhagayata thun wana warata penii sitiye. Eth mata SSF prathipalaya vidiyata thiyenne. mamakaalayak depression walata beheth gatta kenek mata kohomath loku stress ekak daranna ba.,1
Meka prashnayakda kiyala oyalata hithei. Ewath mata loku prashnayak..,0
"Eth ewa ahalama dan mage aasawa nathi wela, man wada karnawath adui dan. mata therenne na monawa karannada kiyala",1
Man loku peednayaka inne. jeewithe epa wela. ammai thathai nisa jeewath wenne,1
Ane konde pain eka ena welawata godak kenthi yanawa. ay mata mehema wune kiyala hithenawa. marenna tharam hithenawa. mata karanna one mokakda kiyala hitha ganna ba. mata me ledeth ekka widawala athiwela thiyenne ,1
mama godak loku peedanekin inne. puluwan nam mage hitha hadenna mata mekata visandumak denna,1
Me dawaswala apita exam thiyenawa. namuth eyata muhuna dennawath manasikathwayak na,0
mama nitharama hina wela inna kenek saha aadaredi godak awankai. Eth dan ehema sathuten inna maarui.,0
Mamagodak vidawanne eyata thibunu kalin sambandatha gana. Eka waraddak eth eka mata daraganna amaarui,1
Mama aadare sambandha hethu nisa jeewithe nathi karagannawath hithanna tharam moda lamayek nemei. namuth eya gana thibba wishwase saha eya ewage dewal nokarapu kenek kiyala mama hithe thiyan hitiya wishwasen dekama nathi wela inne ,1
Mata dan danena lokuma baya mata eya dawasaka boruwak karaida kiyana baya,0
mn loku prashneka inne e mage demawpiyo nisamai.. mata dan wayasa 24.. mechchara kaalekata mankisimadawasaka sathutin indala na..  man mage ammata thathata godak aadarei eth eyalage hasireem nisa dan mata mage jeewitheth epa wela,1
man kaamaretama wela hadune yaluwo ekka gamanak yannawath deela na. iskole giya kaale mata ayya kenek ekka sambandayak thibuna  eka avurudu 7k withara thibuna eka danagattama amma mata sihi nathi wenakal gahuwa.. ,1
Podi kaale indala mata karapu wiyadam thatha kiyawala mata baninawa.. man me gedara inna podi kaale indalama kamathi nah,1
Manipadune karumeta lu eyalawa winasa karanna lu adath hondatama banna mankarapu waradakuth na mata dan me jeewithe epa wela thiyenne,1
Monawa hari wela maruna nam hondai kiyala hithenawa waha bonna hithenawa belle wala daganna hithenawa mata maawa palane karaganna amaarui,1
Doctor kenek hambenna yanna vidiyakuth nah mata katha karanna kenekuth na,1
Mata maha paaluwak thaniyak danenawa mata kiyala kauruth na kiyala hithenawa,1
Mata mage hitha sahallu karaganna karanna puluwan deyak kiyanna plz..,0
Attatama girl kenek widihata samaje moona denna puluwan hama gataluwakatama man shakthimathwa moona dunna,0
Eth podi kaale indan maha epa karapu deyak thiyenawa kochchara uthsaha karath mata maawama epa wena.,1
welawakata mata man ganama kalakirenawa. puduma karumayak. karanna puluwan hamadema kara.,1
Dan nam daraganna barima thanata awith. mekata beheth aran wadak na,1
Ane mata meka kiyanna kauruwath na... meka gana ahanna kenek na.. attatama asarana wela inne meka manasika peedanayak attatama. Mata theeranayak ganna therenne na ,1
Mewa gana danna kiyana kenek na ahanna. ane mama oyagen udawwak balaporoththu wenawa honda theeranayak ganna.,1
Thawa paarak exam karannath amaarui thiyena apahasutha ekka me result ekawath ennathi wei kiyala bayai,0
mage ammatai thathatai attatama tikak wayasai e denna gana mama hithanna one mama witharai inne mage ekama aasawa mama hamba karana deyin eyalata salakana eka. ,0
Mata job eke sallary ekath godak wadagath  mokada me thiyena aarthika prashna nisa.,0
Dawasa gaane tharaha wadi wenawa. kisima uwamanawakin nemei mama inne. mata kelin theeranayak ganna amaarui mage amma thatha nisa,1
"Mata hari appiriyai me gedara inna eka. mokada me thatha hamathanama kiyala me eyalage depala, mama ewa aithi karagnnalu  inne kiyala",1
"Mata kenek ge moona diha balagena katha karanna ba. ehemakatha karath, kathakarana kisidekata awadaanaya yanne na, me nisamn godak apahasuthawata path wenawa",1
Ane mata udaw karanna,1
Paadam karana dewal godak kal mathaka thiya ganna puluwan widihata oyala paadam karana widiha kiyannako,0
"Mama deyak karama, mama dannawa eka hondata una kiyala, Eth eka ayeth kare nathnam karadarayak wei wage hangeemak awilla aaye karanawa, ",1
"Thawa deyak, eeye karoth aaye eka ada kare nathnam karadarayak wei, aduwak wei wage hangeemak nisa aaye karana eka",1
Mata hamawelema hithenawa kauruhari mata karadara karannaenawa kiyala,1
man godak welwata loku bayakin inne,1
Gedara aya pawa mata karadara karai mokakhari nokarapu dekata bani gahai kiyala hithenawa,1
Eya math ekka aagiya than hamadema hamotama pennai mata lajja karai kiyala hithuna e bayin man godak kal indiya eth ehema kisima deyak une na anthimata une mata paadu una eka mage adyapana katayuthu.. ,1
Eth samahara welawata raata wage poddak anga pennanna kiyanawa (moona natuwa) mama ba kiwwoth eya ethanin ehata bala karanne nah kamak nah kiyanawa man eeta passe ehema pennuweth na dan goda dawasakin eth mata bayai ara kalin pennapu ewa eya langa thiyan innawada dnne na kiyala aadare karaddi e wage dewal samanya dewal kiyala hitunata mata godak bayai..,1
Dorak lock karama man de thun paarak balanawa lock deka daalada kiyala ,1
Meka mata loku prashnayak meka nisa mage jeewithe godak dewal mata maga aruna,0
man godak manasikawa hirihara windapu kenek mage bf ewa dannawa. eya mage hitha hadanawa godak. mata meka loku prashnayak mata e sithuwili hithata aawama dawasa purama eka thama hithe thiyenne asamanya vidihata papuwa gahenawa mata me nisa jeewithe epa wela thinne hamadama mehema baya wela inna puluwan da ,1
E sithuwili palanaya karannath ba hamadama ehema video call nogena inna puluwanda? ehema hamadama bayen inna puluwanda?,0
Mata hithenwa mata lajja wenna wei ehema deyak unoth kauruth math ekka katha karana ekak na e wage dewal mata mawila penawa mehema sithuwili eddi meka ledak da? ,1
Ane puluwan kenek udaw karanna.. mata doctor kenek gaawata yanna widihak na mata meka kaatawath kiyanna ba udaw karanna meken galawenna mata kiyanna danna kenek  me wage thathweka iddi adyapana katayuthu walata badha  wennatuwa karaganne kohomada??? please udaw karanna thawa maasa pahakin mata loku exam ekak thinawa mata eka kohomahari karanna one udaw karanna,1
Yaaluwange boyfriends la egollonta aadaren katha karanawa aheddi mata godak dukai.. kohomada podi podi  aadara wachana eyagen ahaganna thanata mn eyata interst kenek wenne.. ,0
"Man godak anduwa eth  raata witharai, kiyanna puluwan hama kenatama man kiwwa man godak ayagen udaw illuwa eyawa mage gawata ganna, eth mata bari una.. eyala kiwwe oyata eyawa epa atha harinna kiyala eyawa galapenne na kiyala.. ",1
Passe man waha biwwa eth private hospital ekakin beheth aran beruna...,1
Mn panadol pethi wagayak biwwa.. mata ninda giya witharai marune na..,1
Man maawa control karagatta. aaye man anduwe naa eth mage oluwa ridenawa dan mata hari apahasuwak danenawa  hithata.. kochchara uthsaha karath e mathakaya oluwe thiyanawa.. mata amathaka karanna ba. mata ayeth marenna hithenawa,1
Gedara bara sampoornayenma thiyenne mage kare. inna hariyata geyakwath nah apita thama. me hamadeyakma ekka campus gamana hugak parakku eka loku peedanayak mata. kochchara kal mehema inna weida danne nah ne. campus yaneka dan atharala daala mokakhari job ekak karanna hithenawa dan mata ,1
Campus nogiya yaluwoth mahansi wela jeewithe sarthaka karagena thiyenawa. mama campus gamana gana balaporoththu thiyagena idan eka thana pal wenawa wage danenawa. wayasath yanawa. me aarthika thathweth ekka campus digatama yanawada mokak karannda kiyala hithaganna ba. mata upadesak denna. godak pin.,1
Mano vidyawa pilibandawa igena ganna kamathi kenekuta e sambandawa thiyena patamala gana wisthara kiyannako..,0
Mano chikithsaka kramayak lesa shanthi karma yodagena athi akaraya gana wisthara ganna puluwan sinhalen liyawunu poth monada???,0
Mano chikithsaka krama gana kiyawanna puluwan sinhalen liyawunu honda poth monawada??,0
"Manasika peedanayen inna welawaka, manasikawa sahalluwak dena sangeetha nirmana monawada???",0
Matamehe thaniyama hitha hadaganna puluwan widihak kiyanna attatama kiwwoth man manasikawa watila  eyage mathakayan ekka hamadema karala  anthimata eya maawa dala giya please puluwan kenek kiyanna mata me abbahi weemen galawenna kramayak,1
Paadam karana dewal digu kaaleenawa mathaka thiya ganna ha durakathanayata abbahi weemen mideemata upades labadenna.,0
Avurudu 5ka sambandayak nosithu vidihata bindawatuna.. hithapu nathi widihata eya magen aathma una..,0
Mata e bandeema thamath amathaka karaganna amaarui. hitha hada ganna amaarui. mn thama ekama thana. eth eya godak dura gihin iwarai wage mata danenne,1
Paw nodi mariyan kiyanawachane pawa eyage katin mata kiwwa.. mata e dewal daraganna amaarui..,1
Man job ekak karana gaman degree ekak karanawa. E hamadema dan dan awul wenawa kiyalamata therenawa.,0
Hithe puduma paaluwak dukak thiyenne. Mata manganakala kirenawa samahara welawata. jeewithema maha boruwak mulawak neda kiyala hithenawa. Hamadema epa wenwa.,1
Chuttak hondin katha karanna hithana katahanda ahannaaasa hithenawa. E hama welawema eya mata hari katha widihata baninawa. mata me dewal hithe thiyan inna nisada danneth nah gedara aya  ekkath kenthi yanawa.,1
Kisima deyak hariyata karaganna ba.. hamadema awul wela wage danenawa.. me hamadema danna maawa kaaleka indan pirimi lamayek yojanawak genawa. eya gana hithanna oni tharam kaalayak ganna kiyalath mata kiwwa.. eth mata eya gana wath hithen naa.. pahadeemak na. mata hithenne ethanath awasanedi dukak ithiri wei kiyala.,1
"Gewuna kaleth ekka duka kiyana deta man puduma vidihata bayai dan. me thathwen midenna mn mokakda karanna onea mata mage jeewithe gana bayai. Man gedara wadimala. Mata loku wagakeemak thiyenwa nangi,mama,amma,thatha gana. Man kohomada me hithe bara nidahas kara ganne. Plz mata udaw karanna.",1
Pawul sanskruthika nyaya pilibanda athi thorathuru athnam danna.,0
Nawa yowun manasika gatalu walata prathikara karana mano chikithsaka warayek nam karanna.,0
Semin akshara liyana semin igena ganna lamai pilibanda thorathuru sandahan karala thiyena mano vidyawa poth thiyenwada?,0
Ane matath thiyenwa.. Help one.. mata eka wadayak ane. man aasa nah ehema hithenawatath.. chiththa roopath penawa.. Mn hithala hithanne na ane udaw karanna  pin sidda wei,1
Mama kisima charyawak nawatha nawatha karanne nam naa. e unath mage hitha palanayakin thorawa sithuwili athi karanawa. eka sithuwillak hama welema mathak wewi. mawa vyakoola karanawa. Hithata kisima nidahasak naa.,1
Manasika rogawalata prathikara ganna honda doctor kenek dannawada??,0
"Thama aadareida, thaama hithanawada, thaama hoyala balanawada....",0
Jeewithe hitha nidahas karaganna amaaruma dawasa gewenne.. honda husmak ganna.. sansun wenna..,0
Premaya paripoorna nowunath eya sathya wiya yuthu mai...!!,0
Obata obe jeewtihaye sathuta langaa kara ganeemata awashya nam oba nirantharayenma sathuta luhu bandinneku wiya yuthuy,0
Mata godak dukai aparade mata mehema une ai kiyala hithenwa mata kauruth yaaluwo naa e kaale kisima samaja danumak mata thibune naa. ape ammatath naa.,1
Mata kauruth gana irisiya naa. eth apita thiyenne godak welawata cleaning wadane.. mn hitha hadagena mage wade hariyata karana kenek.. amma godak dukin inne mn gana.,0
mata loku pasuthaweemak thiyenne ammage aasawa ishta karaganna bari una ekatamokada man godak aadare mage ammata.. mage babatath wada.. eka waraddakda?,0
Mata hamawelema mathak wene amma.. mata ledakda. ammata monahari unoth mn marei nathnam mata pissu hadei.. mata udaw karanna..,1
Hari api hamoma wage adaraya karala aek kenagenuth e wagema aadarayak balaporoththu wenawane. attatama aadaraya kiyanne mokakda?,0
Aadaraya kiyanne api anek kena api aadare karanawa wagema apita aadare karai kiyala api balaporoththu wenawa.,0
Jeewithe amaaruma de mokakda? Ekata apita eka eka vidihe uththara thiyenna puluwan.. habai arambhaya saha awasanaya kiyana awastha deken pahasuma de  mokakda kiyala ahuwoth..,0
thadabala aadarayak athi wita wenath kenek gana hithanna barida?,0
E nisa wadi dewal hithanne nathiwa karanna salasum karan inna dewal wala palaweni piyawara thiyanna adama patan ganna..,0
"Apita aadarayak awashya wiya yuththe jeewithayta kisindu balapaamak nowana aakarayata, hangeemakata pamanak bandeemak ha aadarayak godanaga gattoth eya vidaveemaka aarambhayak wana bawa noanumanai..",0
"Mata udaw karanna. Mama pirimi lamayekuta godak aadarei. eth eyata mawa yaaluwek witharai. eyagehithe ehema adahasak naa, mage adahasa eyata kwwa. eya maawa prathikshepa kala. ",1
"Dan mata riddanawa, wenaskam karanawa. Eka loku dukak mata. Serama Epa wela mata lajjawak hithata danenawa. eyata aadarei kiyala prathikkshepawuna nisa.",1
Duk wenwa. samahara dewal daraganna mata amaarui. eyage eka wachaneth athi hithin godak watenna. prathikshepa weema nisa godak kalakirila inne.prathikshepa nowunu minissu naa kiyala man dannawa. eth wuna deta mata mn ganama lajjai. mata meken galawennama oni. hitha hadaganna ona. mata udaw karanna.,1
"Kenekta thiyana abbahi weemakin midenne kohomada? mata therenne na, mokadda mn karanna ona?",1
Hamawelawema mathak wenawa eyawa. eka mage hithata wadayak .. updesak denna..,1
mata dan thiyana awula mata katha baha karanna .. awidinna yanna.. saralawama kiwwoth aadaraya kiyana de denna ganna kenek naa..,1
kauruth maawa therum ganne naa.. mata hithe thiyena de kiyanna kenek naa..,1
Mn danuwathwa katawath waraddak karalath naa.. mn kale mage wadath nathara karala anith ayata udaw kala  eth samahara welawata man waradi...,0
Samahara kaalawalata mata kenthiya uparimai.. kawawath penna baa..Man kiyana karan kana bona de pawa mata mathaka naa..,1
Manasika mattama hondatma awul wage mata danenne..,1
Nikan kauru hari indala nathi una wage.. paalu gathiyak.. ,1
Eka deka thiyan inna kello nisa kala kirila thiyenneth... eth mage oluwa nidahas karaganna widihak naa.. katha karanna yaaluwo hitiyata unta  kiyala therumak naa.,1
Bhawana karana ekath kala eth digatama karanna amaarui eka eka ewa oluwata enawa.. awidinna  yanna widihak attema naa..,0
Poth kiyawalath epa wenawa busy unath hariyanne naa.. mata therenne naa me peedanayak wage hirawela thiyena gathiya oluwen ain karaganne kohomada kiyala..,1
eka digata campus eke wadath dan karaganna amaarui.. kaawawath penna bari welawaluth enawa.. mata hithennema mata kamathi natuwathi..kamathi wenna tharam deyak mage langa nathuwa athi.. kello kamathi play boy lata..,1
Danenna hithata sambandayak oni kiwwath dan e wage aya naa.. attatama aadaraya kiyala kehelmalak naa.. hamadema thamanta deyak thiyenakan witharai..wage dewalmai..,0
Lock down nisa thawath wadi me oluwa wikara gathiya .. eka eka dewal enawa oluwata.. man me kiwwa de therunadanadda danne naamata karanna deyk kiyanna puluwan nam..,1
Mamacampus thereida nadda kiyala danne nah wata uda inne 2nd shy kaaranna hithenne naa.,0
Yaaluwane mata dana ganna oni mata vishyavidyalayaka diploma ekak hadaranna puluwanda?,0
"Aathma vishwasaya athi karagena, thaman wa shine karaganna.",0
"Ada usaspela prathipala nikuth una. kotasak sathutu weddi, thawath kotasak duk wenawa. mehemai nangi malli mulinma adyapanika konayen balanne natiwa poddak oyata jeewitha konayen me diha balannna puluwan nam godak hondai",0
Me keti jeewithe kaala andala lassana jeewithayak gatha karanna kauda akamathi? Eth ithin salli nathiwa mokuth karanna bah ne,0
koi tharam minissu mahatha kenek dakkoth apo katha. wayasa penawa sahenna barrell ekak wage oya wage ewa kiyanawada. minissu hithannenaa ara manussayata athi wena hangeema e welawata.. e tharam me minissu maarama selfish,1
hina wela inna,0
Oba dewal desa balana aakaraya wenas kireemata uthsaha karannasamawitama deepthimath paththa desa balanna narakata siddha wena dewal thulath punchima hari hondak athi. Eka hoyaganna.,0
"Sinduwak ahanna, pothak kiyawanna . sangeethaya kiyanne hitha niwana kalawangen ihalinma thiyena deyak.. obe mood hari nathnam oba kamathi vidiye sinduwak ahanna.. tika welawakata obe prashna amathaka karanna..",0
Obawa sathutin thiyana ayawa asuru karanna. samahara welawata obata jeewithaye hamuwena aya obawa dukata  path karnawa witharakma wennathi. ehema ayagen aath wenna.,0
Kenekge personality eka hadaganne kohomada personality ekata adangu karunu monawada?,0
"Oba karanne samajeta ahithak wena deyak nemei nam, kawadaawath kaagewath wachanawalata baya wennepa,",0
Ai mata mehema une kiyala kanassallen hithanawa,1
Thamage hisata thamaathamaya sewanalla',1
Samahara minissu kawiyak wage.. Akkath ehemai.. aawa mathakaathi kiyala hithenwa,0
Kaansaamaya thathwayak wenna puluwan. baya wenna deyak naa. oka daruwata nothereema honda karaganna puluwan thathwayak. Lama mano vidyawa gana danna kenekta pennuwa nam wada hondai..,1
Amaaru paadamak/Mooladharmayak nyayak kohomada mathaka thiya ganne?,0
Kohomada hariyatama e pilibandawa hnda avabodayak laba ganne? Vibhagayata e nyayenma prashna aawath vibhage hondata samath wenne kohomada? ,0
Aya gaman krapu paaara diha apasu harila balanawa,1
ekineka kiyana de nemei thaman hithala thamange hurrda saakshiyata ekangawa niwaradi de karanna.                                                                                                                                                            neme mei ,0
Oba jeewath viya yuththe thawath ayeku matha yapemin owunta yatath wemin nowa oba kamathi vidiyatai,0
Amathaka weema yanu kumakdai pahadili kireemak kala hakida?,0
Upadhiyak iwara karanna  kochchara kal yanawada?,0
Vishadaya kiyanne sellamak nemei.obe sameepathamayata obe udaw avashya wee thibiya haki ,0
Sisu gatalu handunaganeeme pahadili kramaweda monawada?,0
Sisu gatalu thiyenne pawula thulai. eya nirmanay wanne manasika nidahasa nathi lamai wenas sahana hoyagena yanawa lamai hamadema kiyanne naa demapiyangen danagatha yuthuy,0
Mamasamahara dewal walata hungak addict wela inne.,1
mamath meeta maasa pahakata pamana pera yam kriyawakata dadiwa abbahi wela hitiya.,1
Oya aadaraya karan kena attatama oyata awshya kenada?/ Wiwahayata sudusu kenada?,0
Manasika sahanaya ha manasika nidahasa wenuwen prema sambandathawayak ath hareema anumatha kala hakida?,0
Subha daawasak hamotama,0
Pirimiyata wada kaanthawa shakthimath wanne kohomada?,0
Mata manasika rogayak nam e sandaha beheth bonna podi biyakuth thiyenawa,1
"Daruwata sabaawatama  aadarei nam jangama durakathana,roopavahini aadiyen daruwa aath karanna ",0
Aseemithawa danga karan singiththan mella karana hati,0
Oba obawama jaya ganeemata awashya nam eya kisiyam nishchitha kriyawali kihipayaka gaman kala yuthuya,0
Ilakkayak ho aramunak pamanak thibuu pamanin eya ishta kara ganeemata nohakiya. E sandaha niyamitha kaalayak sahitha salasumak oba sathuwa thibeema aniwarya we.,0
Attatama mata gataluwak wune prathikshepa weema,1
mama anith minisun wenuwen boho de kalath ma wata siti samahara minissu maawa prathikshepa kala.,1
"Mata me prathikshepaya daraganna bari wuna. mama digin digatama kalpana kala,mama hithuwa mama kisima wadakata nathi pudgalayek kiyala,",1
Mama maawamaawathakseru kala. mata maawa epa una. mn ganama kalakiruna. me widihata godak kalpanakarapu hinda mata loku hisaradayak haduna.,1
"oba itha sulu deyak kalath , oba sathuwa kisiwak nathi unath. obawa ithaama watinawa.",0
"samawennna mama aaye mage prashne kiyanawa.. mata dan hondatama stress , kohomada nathi karaganne exam ekak nisa aseemithawa bayawela mama",1
Paadam karana ewa mathaka thibbath ekai nathath ekai kiyala atha harala daala paadam karanna.. mata nam eka thamai hari giye..,0
E atta therum ganna bari unata ekata ada pasu thawenawa..,1
"Thanikamata wikalpa ,, nogaapena sambandayak hoyannatuwa thaniyama nagitinna bari una ekata..",0
mama oyalagen godak udaw illanawa me thathwen berenna mama mokakda karanna oni kiyala mata udaw karanna kiyala,1
mata wayasa 17i.. mata kisima wadak karanna hitha denne naha,1
mata therum ganna bari ai mama kamathi patta ewagema mama daksha dewalwath karanna mata hitha denne natte ai kiyala,1
mata igeneeme wada godak thiyei mama dannawa godak thiyenawa mata ewa karanna oni kiyala mata ewa karanna hitha denne naha,1
E kiyanne wada kal daanawa karanna hithenne naha,1
mage pawuleth godak prashna thiyenawa mage ammai thathai divorce wenna inne ekenma therum yanawane kochchara mage family background ekatath kela wela da thiyenne kiyala..,1
mama eyala gana kalakireemen inne aadarayak hithenneth naha wadiya mama danne naha mama mokakda karanna oni kiyala mata kisi balaorottuwak naha.,1
mama samaharak dawaswala kaluware eliyata wela putuwaka indagena chocolate hari biscuit hari ohe kaagena yanawa eka paara godak kaagena yanawa..,1
mama attenma pamanata wada hithanawa..,1
Bandeem kiyanne monada?,0
pugalayekuta thama jeewithaya wenas kireemata awashya nam ohu eyaarambha kala yuththe thaman wisinmaya.,0
oba obagema hadawathata katha karanna.,0
obage jeewithaye saarthakathwaya randa pawathinne obage sithuwili thulama bawa obata handuna ganeemata haki wewi.,0
attatama demapiyan washayen mokada oba karanna one?,0
"samahara demapiyan daruwata andanna dennma naha, e athare anek demapiyan kottashaya daruwata andanna denawa.",0
"""atheethaya sihinayak pamanai""",1
ow wechcha hama deyakma heenayak kiyala hithena tharamata hitha hada ganna..,0
atheethaye sidda una siduweem anagathayath ekka patalagannepa..,0
mama loku prashneka inne ane please thawath eka gahaniyak widihata mata me kathawa kiyanna hondama thana methana kiyala hituna.,1
mata dan mage jeewithe epa wela thiyenne. hama athinma kala kirila. mage gedara godak prashna ssara indan ma..,1
"yaaluwo kiyala kattiya hitiyata hamoma awasthawaadeen , nadayo kiyalath wenasak naha, gedarath mata kisima sanaseemak naa..",1
"Prashna vitarai..gewal walin , naada hithawathun pawa danna adara sambandayak thibba",1
"Eyage wena sambanda godak thibila ahuunata passe epa wela gewal walin dannawa kiyala bayata nosita,mn sambandaya natara karala damma.",1
Me hamadema epa wela giya mase gedarin giiya colomba kohe hari board wela innawa kiyala hithagena. eth bodimak hoyaganna baruwa ayema gedara awa.,1
Mata dn kisima wadak karanna hithak na..aduma mata igenagannawath ba dn .. mn godak durwalai. dakshayo issaraha mn nikamek wela.,1
Padam karana kisima deyak mathaka hitinne na.,1
Mage asaneepayakata deergakaleenawa beheth gatta. Eth salli  pooja karanawa vitarai katawath lede hoya ganna ba..dn beheth karalama beheth karanna salli na.. atha arala dala thiyenne..,1
